CollegeCode,College,BranchCode,Branch,OC,BC,BCM,MBC,MBCDNC,MBCV,SC,SCA,ST
2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",FS,FOOD TECHNOLOGY (SS),191.735,190.77,189.42,0.0,187.82,188.405,184.685,181.935,0.0
2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",IB,INDUSTRIAL BIO TECHNOLOGY,195.5,193.835,192.0,0.0,191.5,193.0,188.45,184.035,0.0
2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",IS,INDUSTRIAL BIO TECHNOLOGY (SS),194.0,193.385,190.5,190.0,190.5,191.045,186.56,177.69,0.0
2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",LE,LEATHER TECHNOLOGY,185.155,182.3,181.89,181.35,179.615,181.425,178.385,177.01,163.0
2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",PM,PHARMACEUTICAL TECHNOLOGY (SS),190.5,189.0,187.83,187.545,186.705,185.845,183.385,174.975,168.935
2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",PP,PETROLEUM ENGINEERING AND TECHNOLOGY (SS),187.435,186.275,186.24,184.5,186.0,185.495,182.065,173.535,0.0
2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",TX,TEXTILE TECHNOLOGY,185.96,184.0,182.25,184.3,180.9,182.0,178.735,168.075,161.65
4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",AE,AERONAUTICAL ENGINEERING,195.585,194.0,193.0,194.22,192.975,192.69,190.0,187.34,0.0
4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",AU,AUTOMOBILE ENGINEERING,191.815,190.0,189.825,0.0,186.88,187.5,186.32,176.5,175.925
4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",CM,COMPUTER SCIENCE AND ENGINEERING (SS),196.5,196.01,194.385,195.955,194.615,195.13,191.5,188.57,187.5
4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",CS,COMPUTER SCIENCE AND ENGINEERING,197.175,196.825,195.095,197.155,195.33,195.53,192.5,193.26,0.0
4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,196.0,195.515,193.9,0.0,194.0,193.815,192.0,190.865,186.0
4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,194.515,194.0,193.135,194.23,193.0,191.5,189.79,182.295,183.495
4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",EM,ELECTRONICS AND COMMUNICATION ENGINEERING (SS),195.35,195.0,193.525,195.13,193.11,193.15,190.25,0.0,185.255
4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",IM,INFORMATION TECHNOLOGY (SS),195.585,195.025,193.865,195.3,193.5,194.0,190.36,187.505,0.0
4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",MF,MECHANICAL ENGINEERING (SS),193.0,192.5,191.0,193.0,190.14,190.5,186.5,185.275,175.545
4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",PR,PRODUCTION ENGINEERING,191.0,189.715,188.5,188.625,186.5,186.76,184.57,178.815,0.0
4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",RP,RUBBER AND PLASTIC TECHNOLOGY,188.265,186.0,184.11,184.925,184.725,184.295,181.0,173.505,0.0
5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),182.46,174.535,171.92,180.32,168.055,174.705,166.925,0.0,141.54
5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",CE,CIVIL  ENGINEERING,169.055,152.49,102.75,155.19,163.935,143.5,159.755,0.0,0.0
5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",CF,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),176.955,172.32,169.715,176.36,167.59,173.67,165.265,129.0,159.11
5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",CH,CHEMICAL  ENGINEERING,168.255,149.7,0.0,155.89,153.425,158.625,153.405,0.0,137.365
5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",CS,COMPUTER SCIENCE AND ENGINEERING,184.185,176.11,176.935,179.725,175.495,176.5,167.965,161.405,163.32
5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",CZ,CIVIL AND STRUCTUTURAL ENGINEERING,157.185,0.0,0.0,144.0,119.955,141.5,150.44,0.0,0.0
5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,177.3,172.065,167.5,167.5,171.31,169.67,167.205,0.0,0.0
5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,170.25,161.075,162.49,159.615,158.905,162.505,157.23,0.0,0.0
5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,164.055,157.22,0.0,0.0,151.85,150.5,152.25,0.0,0.0
5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",IT,INFORMATION TECHNOLOGY,180.165,174.5,168.135,176.09,168.065,172.805,167.46,112.5,102.5
5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",ME,MECHANICAL ENGINEERING,160.58,122.99,142.275,136.425,0.0,147.035,153.45,0.0,0.0
5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",MM,MECHANICAL ENGINEERING (MANUFACTURING),153.47,0.0,0.0,0.0,0.0,140.87,145.5,0.0,0.0
1013,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103",CS,COMPUTER SCIENCE AND ENGINEERING,182.32,175.845,179.295,174.495,178.01,177.42,169.78,157.24,0.0
1013,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,175.95,171.22,166.615,174.67,168.33,174.36,160.01,162.01,0.0
1013,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103",IT,INFORMATION TECHNOLOGY,179.065,174.935,171.1,177.525,170.0,174.86,169.5,161.32,0.0
1013,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103",ME,MECHANICAL ENGINEERING,161.98,145.46,156.55,118.85,129.5,159.615,149.9,136.615,0.0
1013,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103",XM,MECHANICAL ENGINEERING (TAMIL MEDIUM),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1014,"University College of Engineering, Tindivanam, Melpakkam, Tindivanam, Villupuram District 604001",CE,CIVIL  ENGINEERING,159.31,0.0,0.0,142.925,136.135,150.87,146.285,0.0,0.0
1014,"University College of Engineering, Tindivanam, Melpakkam, Tindivanam, Villupuram District 604001",CS,COMPUTER SCIENCE AND ENGINEERING,177.89,174.01,170.55,177.495,172.22,174.385,167.0,149.845,0.0
1014,"University College of Engineering, Tindivanam, Melpakkam, Tindivanam, Villupuram District 604001",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,172.845,168.58,158.3,164.0,161.54,167.78,160.635,0.0,0.0
1014,"University College of Engineering, Tindivanam, Melpakkam, Tindivanam, Villupuram District 604001",IT,INFORMATION TECHNOLOGY,176.31,172.65,162.35,168.87,170.32,173.6666667,166.085,158.81,152.92
1014,"University College of Engineering, Tindivanam, Melpakkam, Tindivanam, Villupuram District 604001",XC,CIVIL ENGINEERING (TAMIL MEDIUM),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1015,"University College of Engineering, Arni, Arni to Devikapuram Road, Thatchur, Arni, Thiruvannamalai District 632326",CS,COMPUTER SCIENCE AND ENGINEERING,176.625,174.065,164.195,174.25,169.15,175.035,164.095,128.77,146.76
1015,"University College of Engineering, Arni, Arni to Devikapuram Road, Thatchur, Arni, Thiruvannamalai District 632326",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,172.82,167.5,168.475,168.5,162.33,165.5,159.47,0.0,0.0
1015,"University College of Engineering, Arni, Arni to Devikapuram Road, Thatchur, Arni, Thiruvannamalai District 632326",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,166.185,159.045,139.615,161.215,150.5,159.67,153.25,0.0,0.0
1015,"University College of Engineering, Arni, Arni to Devikapuram Road, Thatchur, Arni, Thiruvannamalai District 632326",ME,MECHANICAL ENGINEERING,157.305,140.815,0.0,0.0,0.0,153.835,141.53,0.0,0.0
1015,"University College of Engineering, Arni, Arni to Devikapuram Road, Thatchur, Arni, Thiruvannamalai District 632326",XM,MECHANICAL ENGINEERING (TAMIL MEDIUM),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1026,"University College of Engineering, Kancheepuram, Ponnerikarai Campus, NH4, Chennai-Bangalore Highway, Karaipettai Village & Post, Kancheepuram District 631552",CS,COMPUTER SCIENCE AND ENGINEERING,185.755,182.14,181.475,182.185,175.5,181.59,175.295,165.21,0.0
1026,"University College of Engineering, Kancheepuram, Ponnerikarai Campus, NH4, Chennai-Bangalore Highway, Karaipettai Village & Post, Kancheepuram District 631552",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,180.78,176.44,174.75,0.0,168.76,177.075,169.535,155.36,158.99
1026,"University College of Engineering, Kancheepuram, Ponnerikarai Campus, NH4, Chennai-Bangalore Highway, Karaipettai Village & Post, Kancheepuram District 631552",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,173.845,165.76,122.5,161.735,164.0,170.255,164.745,0.0,0.0
1026,"University College of Engineering, Kancheepuram, Ponnerikarai Campus, NH4, Chennai-Bangalore Highway, Karaipettai Village & Post, Kancheepuram District 631552",ME,MECHANICAL ENGINEERING,167.645,159.54,137.5,160.0,149.85,162.22,159.87,0.0,150.0
1101,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",CE,CIVIL  ENGINEERING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1101,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",CS,COMPUTER SCIENCE AND ENGINEERING,171.605,161.0,170.24,161.12,139.385,163.9,138.89,0.0,0.0
1101,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,160.08,0.0,159.965,0.0,0.0,0.0,0.0,0.0,0.0
1101,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,134.815,0.0,134.275,0.0,0.0,0.0,0.0,0.0,0.0
1101,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",IT,INFORMATION TECHNOLOGY,170.395,151.57,169.495,0.0,0.0,155.265,117.5,0.0,0.0
1101,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",ME,MECHANICAL ENGINEERING,147.6,0.0,146.01,0.0,0.0,0.0,0.0,0.0,0.0
1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",AE,AERONAUTICAL ENGINEERING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",CE,CIVIL  ENGINEERING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",CS,COMPUTER SCIENCE AND ENGINEERING,162.475,157.5,129.0,154.11,141.5,153.975,136.5,0.0,0.0
1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,144.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",IT,INFORMATION TECHNOLOGY,160.68,145.11,158.35,141.67,0.0,155.645,129.825,0.0,0.0
1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",ME,MECHANICAL ENGINEERING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",TX,TEXTILE TECHNOLOGY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1107,"Jaya Institute of Technology, Kanchipadi Post, Thiruvallur-Tiruttani NH  Road, Thiruvallur District 631204",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1107,"Jaya Institute of Technology, Kanchipadi Post, Thiruvallur-Tiruttani NH  Road, Thiruvallur District 631204",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1107,"Jaya Institute of Technology, Kanchipadi Post, Thiruvallur-Tiruttani NH  Road, Thiruvallur District 631204",FD,FOOD TECHNOLOGY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1107,"Jaya Institute of Technology, Kanchipadi Post, Thiruvallur-Tiruttani NH  Road, Thiruvallur District 631204",ME,MECHANICAL ENGINEERING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",AD,Artificial Intelligence and Data Science,173.56,168.5,0.0,0.0,157.89,164.615,128.955,0.0,0.0
1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",BT,BIO TECHNOLOGY,168.865,139.5,136.5,162.275,0.0,152.5,0.0,0.0,0.0
1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",CS,COMPUTER SCIENCE AND ENGINEERING,176.145,171.33,169.0,165.755,167.0,168.81,145.1,0.0,0.0
1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,168.21,165.395,165.495,157.5,140.5,160.505,0.0,0.0,0.0
1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,167.54,160.795,0.0,0.0,0.0,164.5,0.0,0.0,0.0
1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",IT,INFORMATION TECHNOLOGY,173.495,169.67,166.635,167.57,162.19,163.55,143.87,170.99,0.0
1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",ME,MECHANICAL ENGINEERING,141.5,98.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",MZ,Mechatronics Engineering,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1112,"R M D Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",AL,Artificial Intelligence and Machine Learning,184.855,182.495,181.35,178.955,176.21,178.745,164.405,0.0,0.0
1112,"R M D Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,184.23,182.58,174.53,182.5,175.525,180.5,162.81,0.0,0.0
1112,"R M D Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",CS,COMPUTER SCIENCE AND ENGINEERING,187.175,186.0,182.22,186.0,178.955,182.99,170.5,146.175,0.0
1112,"R M D Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,183.065,181.56,176.65,176.02,174.645,178.385,162.185,143.5,0.0
1112,"R M D Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",IT,INFORMATION TECHNOLOGY,185.86,184.5,181.13,185.48,177.12,183.33,168.395,139.0,0.0
1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",AD,Artificial Intelligence and Data Science,189.0,188.0,186.0,181.095,183.845,183.135,171.16,164.35,0.0
1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,186.53,185.53,186.095,186.5,178.21,185.0,169.075,155.5,0.0
1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",CD,COMPUTER SCIENCE AND DESIGN,185.315,184.0,184.495,183.975,179.01,180.815,167.5,0.0,0.0
1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",CE,CIVIL  ENGINEERING,177.27,175.405,172.5,169.64,168.33,176.0,175.0,0.0,0.0
1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",CS,COMPUTER SCIENCE AND ENGINEERING,191.01,189.49,188.44,190.0,186.34,187.0,174.965,157.81,171.0
1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,188.0,186.385,183.925,184.855,181.045,183.43,170.12,148.605,0.0
1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,185.9,182.67,178.44,179.15,180.5,182.24,166.145,0.0,0.0
1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,182.325,181.5,0.0,0.0,173.865,177.425,164.385,0.0,0.0
1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",IT,INFORMATION TECHNOLOGY,189.735,189.0,184.945,0.0,184.755,186.505,174.11,0.0,0.0
1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",ME,MECHANICAL ENGINEERING,178.9,174.725,178.065,173.5,178.0,171.055,154.0,0.0,0.0
1114,"S A Engineering College (Autonomous), Thiruverkadu, Chennai 600077",CE,CIVIL  ENGINEERING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1114,"S A Engineering College (Autonomous), Thiruverkadu, Chennai 600077",CS,COMPUTER SCIENCE AND ENGINEERING,178.68,173.24,169.395,175.13,162.9,172.59,156.935,0.0,0.0
1114,"S A Engineering College (Autonomous), Thiruverkadu, Chennai 600077",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,171.405,168.615,165.075,166.315,155.5,167.745,139.065,0.0,0.0
1114,"S A Engineering College (Autonomous), Thiruverkadu, Chennai 600077",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,161.13,150.78,0.0,158.01,0.0,148.5,0.0,0.0,0.0
1114,"S A Engineering College (Autonomous), Thiruverkadu, Chennai 600077",IT,INFORMATION TECHNOLOGY,176.79,172.845,170.935,176.56,167.705,171.53,158.265,0.0,0.0
1114,"S A Engineering College (Autonomous), Thiruverkadu, Chennai 600077",ME,MECHANICAL ENGINEERING,151.9,139.57,0.0,0.0,0.0,129.5,0.0,0.0,0.0
1115,"Sri Ram Engineering College, Perumalpattu, Veppampattu (R S), Thiruvallur District 602 024",AD,Artificial Intelligence and Data Science,161.525,150.755,149.12,0.0,0.0,148.815,132.56,0.0,138.53
1115,"Sri Ram Engineering College, Perumalpattu, Veppampattu (R S), Thiruvallur District 602 024",CS,COMPUTER SCIENCE AND ENGINEERING,171.805,161.48,165.0,169.755,0.0,149.045,119.925,139.63,0.0
1115,"Sri Ram Engineering College, Perumalpattu, Veppampattu (R S), Thiruvallur District 602 024",ME,MECHANICAL ENGINEERING,128.705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1116,"Sri Venkateswara College of Engineering and Technology, Thirupachur, Thiruvallur District 631203",CE,CIVIL  ENGINEERING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1116,"Sri Venkateswara College of Engineering and Technology, Thirupachur, Thiruvallur District 631203",CS,COMPUTER SCIENCE AND ENGINEERING,178.5,174.3,159.5,162.855,164.22,170.19,151.64,0.0,0.0
1116,"Sri Venkateswara College of Engineering and Technology, Thirupachur, Thiruvallur District 631203",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,157.0,0.0,137.46,151.56,0.0,0.0,0.0,0.0,0.0
1116,"Sri Venkateswara College of Engineering and Technology, Thirupachur, Thiruvallur District 631203",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1116,"Sri Venkateswara College of Engineering and Technology, Thirupachur, Thiruvallur District 631203",ME,MECHANICAL ENGINEERING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1118,"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062",AD,Artificial Intelligence and Data Science,180.26,177.185,176.5,177.51,173.385,175.33,169.0,0.0,0.0
1118,"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062",BM,BIO MEDICAL ENGINEERING,180.855,176.605,176.77,176.185,166.22,177.15,166.98,159.1,0.0
1118,"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,178.075,175.725,176.745,178.04,165.275,173.99,156.5,0.0,0.0
1118,"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062",CS,COMPUTER SCIENCE AND ENGINEERING,181.86,179.295,175.22,180.515,171.515,178.655,165.295,97.0,0.0
